500, 5, 5, 5, 0.0212766, 0.0166667
500, 5, 5, 5, 0.106383, 0.1
500, 5, 5, 5, 0.191489, 0.15
500, 5, 5, 5, 0.276596, 0.2
500, 5, 5, 5, 0.361702, 0.15
500, 5, 5, 5, 0.446809, 0.133333
500, 5, 5, 5, 0.531915, 0.2
500, 5, 5, 5, 0.617021, 0.2
500, 5, 5, 5, 0.702128, 0.183333
500, 5, 5, 5, 0.787234, 0.15
500, 5, 5, 5, 0.87234, 0.15
500, 5, 5, 5, 0.957447, 0.166667
1000, 5, 5, 5, 0.027027, 0.0833333
1000, 5, 5, 5, 0.108108, 0.133333
1000, 5, 5, 5, 0.189189, 0.15
1000, 5, 5, 5, 0.27027, 0.2
1000, 5, 5, 5, 0.351351, 0.2
1000, 5, 5, 5, 0.432432, 0.2
1000, 5, 5, 5, 0.513514, 0.2
1000, 5, 5, 5, 0.594595, 0.2
1000, 5, 5, 5, 0.675676, 0.15
1000, 5, 5, 5, 0.756757, 0.116667
1000, 5, 5, 5, 0.837838, 0.0666667
1000, 5, 5, 5, 0.918919, 0.0666667
1500, 5, 5, 5, 0.03125, 0.0833333
1500, 5, 5, 5, 0.125, 0.0666667
1500, 5, 5, 5, 0.21875, 0.216667
1500, 5, 5, 5, 0.3125, 0.2
1500, 5, 5, 5, 0.40625, 0.133333
1500, 5, 5, 5, 0.5, 0.133333
1500, 5, 5, 5, 0.59375, 0.166667
1500, 5, 5, 5, 0.6875, 0.2
1500, 5, 5, 5, 0.78125, 0.15
1500, 5, 5, 5, 0.875, 0.15
1500, 5, 5, 5, 0.96875, 0.133333
2000, 5, 5, 5, 0.0333333, 0.15
2000, 5, 5, 5, 0.1, 0.0666667
2000, 5, 5, 5, 0.166667, 0.2
2000, 5, 5, 5, 0.233333, 0.1
2000, 5, 5, 5, 0.3, 0.133333
2000, 5, 5, 5, 0.366667, 0.166667
2000, 5, 5, 5, 0.433333, 0.133333
2000, 5, 5, 5, 0.5, 0.15
2000, 5, 5, 5, 0.566667, 0.133333
2000, 5, 5, 5, 0.633333, 0.166667
2000, 5, 5, 5, 0.7, 0.15
2000, 5, 5, 5, 0.766667, 0.183333
2000, 5, 5, 5, 0.833333, 0.2
2000, 5, 5, 5, 0.9, 0.233333
2000, 5, 5, 5, 0.966667, 0.216667
2500, 5, 5, 5, 0.0333333, 0.116667
2500, 5, 5, 5, 0.1, 0
2500, 5, 5, 5, 0.166667, 0.1
2500, 5, 5, 5, 0.233333, 0.166667
2500, 5, 5, 5, 0.3, 0.0833333
2500, 5, 5, 5, 0.366667, 0.1
2500, 5, 5, 5, 0.433333, 0.1
2500, 5, 5, 5, 0.5, 0.0333333
2500, 5, 5, 5, 0.566667, 0.0833333
2500, 5, 5, 5, 0.633333, 0.1
2500, 5, 5, 5, 0.7, 0.0666667
2500, 5, 5, 5, 0.766667, 0.0833333
2500, 5, 5, 5, 0.833333, 0.0833333
2500, 5, 5, 5, 0.9, 0.0833333
2500, 5, 5, 5, 0.966667, 0.0666667
3000, 5, 5, 5, 0.0333333, 0.116667
3000, 5, 5, 5, 0.1, 0.0666667
3000, 5, 5, 5, 0.166667, 0.0666667
3000, 5, 5, 5, 0.233333, 0.15
3000, 5, 5, 5, 0.3, 0.133333
3000, 5, 5, 5, 0.366667, 0.1
3000, 5, 5, 5, 0.433333, 0.166667
3000, 5, 5, 5, 0.5, 0.15
3000, 5, 5, 5, 0.566667, 0.166667
3000, 5, 5, 5, 0.633333, 0.2
3000, 5, 5, 5, 0.7, 0.216667
3000, 5, 5, 5, 0.766667, 0.2
3000, 5, 5, 5, 0.833333, 0.2
3000, 5, 5, 5, 0.9, 0.2
3000, 5, 5, 5, 0.966667, 0.183333
3500, 5, 5, 5, 0.0333333, 0.0666667
3500, 5, 5, 5, 0.1, 0.0666667
3500, 5, 5, 5, 0.166667, 0.0333333
3500, 5, 5, 5, 0.233333, 0.1
3500, 5, 5, 5, 0.3, 0.116667
3500, 5, 5, 5, 0.366667, 0.116667
3500, 5, 5, 5, 0.433333, 0.2
3500, 5, 5, 5, 0.5, 0.183333
3500, 5, 5, 5, 0.566667, 0.25
3500, 5, 5, 5, 0.633333, 0.216667
3500, 5, 5, 5, 0.7, 0.233333
3500, 5, 5, 5, 0.766667, 0.25
3500, 5, 5, 5, 0.833333, 0.216667
3500, 5, 5, 5, 0.9, 0.2
3500, 5, 5, 5, 0.966667, 0.2
4000, 5, 5, 5, 0.0357143, 0.1
4000, 5, 5, 5, 0.107143, 0.05
4000, 5, 5, 5, 0.178571, 0.116667
4000, 5, 5, 5, 0.25, 0.15
4000, 5, 5, 5, 0.321429, 0.233333
4000, 5, 5, 5, 0.392857, 0.2
4000, 5, 5, 5, 0.464286, 0.216667
4000, 5, 5, 5, 0.535714, 0.166667
4000, 5, 5, 5, 0.607143, 0.233333
4000, 5, 5, 5, 0.678571, 0.216667
4000, 5, 5, 5, 0.75, 0.233333
4000, 5, 5, 5, 0.821429, 0.216667
4000, 5, 5, 5, 0.892857, 0.216667
4000, 5, 5, 5, 0.964286, 0.216667
4500, 5, 5, 5, 0.0357143, 0.0666667
4500, 5, 5, 5, 0.107143, 0.0666667
4500, 5, 5, 5, 0.178571, 0.133333
4500, 5, 5, 5, 0.25, 0.1
4500, 5, 5, 5, 0.321429, 0.1
4500, 5, 5, 5, 0.392857, 0.0833333
4500, 5, 5, 5, 0.464286, 0.133333
4500, 5, 5, 5, 0.535714, 0.116667
4500, 5, 5, 5, 0.607143, 0.116667
4500, 5, 5, 5, 0.678571, 0.1
4500, 5, 5, 5, 0.75, 0.133333
4500, 5, 5, 5, 0.821429, 0.133333
4500, 5, 5, 5, 0.892857, 0.133333
4500, 5, 5, 5, 0.964286, 0.133333