500, 5, 5, 5, 0.0833333
500, 5, 5, 10, 0.0833333
500, 5, 10, 5, 0.0666667
500, 5, 10, 10, 0.1
500, 10, 5, 5, 0.1
500, 10, 5, 10, 0.1
500, 10, 10, 5, 0.0666667
500, 10, 10, 10, 0.0833333
1000, 5, 5, 5, 0.233333
1000, 5, 5, 10, 0.283333
1000, 5, 10, 5, 0.166667
1000, 5, 10, 10, 0.216667
1000, 10, 5, 5, 0.15
1000, 10, 5, 10, 0.216667
1000, 10, 10, 5, 0.15
1000, 10, 10, 10, 0.233333
1500, 5, 5, 5, 0.116667
1500, 5, 5, 10, 0.2
1500, 5, 10, 5, 0.116667
1500, 5, 10, 10, 0.116667
1500, 10, 5, 5, 0.0833333
1500, 10, 5, 10, 0.133333
1500, 10, 10, 5, 0.116667
1500, 10, 10, 10, 0.116667
2000, 5, 5, 5, 0.1
2000, 5, 5, 10, 0.183333
2000, 5, 10, 5, 0.166667
2000, 5, 10, 10, 0.15
2000, 10, 5, 5, 0.133333
2000, 10, 5, 10, 0.183333
2000, 10, 10, 5, 0.1
2000, 10, 10, 10, 0.1
2500, 5, 5, 5, 0.15
2500, 5, 5, 10, 0.0833333
2500, 5, 10, 5, 0.15
2500, 5, 10, 10, 0.166667
2500, 10, 5, 5, 0.116667
2500, 10, 5, 10, 0.0833333
2500, 10, 10, 5, 0.15
2500, 10, 10, 10, 0.15
3000, 5, 5, 5, 0.15
3000, 5, 5, 10, 0.15
3000, 5, 10, 5, 0.15
3000, 5, 10, 10, 0.15
3000, 10, 5, 5, 0.15
3000, 10, 5, 10, 0.0833333
3000, 10, 10, 5, 0.166667
3000, 10, 10, 10, 0.15
3500, 5, 5, 5, 0.116667
3500, 5, 5, 10, 0.133333
3500, 5, 10, 5, 0.166667
3500, 5, 10, 10, 0.133333
3500, 10, 5, 5, 0.133333
3500, 10, 5, 10, 0.116667
3500, 10, 10, 5, 0.15
3500, 10, 10, 10, 0.116667
4000, 5, 5, 5, 0.15
4000, 5, 5, 10, 0.116667
4000, 5, 10, 5, 0.166667
4000, 5, 10, 10, 0.15
4000, 10, 5, 5, 0.183333
4000, 10, 5, 10, 0.116667
4000, 10, 10, 5, 0.15
4000, 10, 10, 10, 0.15
4500, 5, 5, 5, 0.183333
4500, 5, 5, 10, 0.0833333
4500, 5, 10, 5, 0.2
4500, 5, 10, 10, 0.233333
4500, 10, 5, 5, 0.0833333
4500, 10, 5, 10, 0.0666667
4500, 10, 10, 5, 0.15
4500, 10, 10, 10, 0.183333